symbol,signal_time,signal_type,atr_pct,rsi,peak_gain,max_drawdown,spread,tier
NEARUSDT,2024-04-19 20:00:00+00:00,NINJA,13.67,60.44,9.88,-1.96,12.08,BRONZE
NEARUSDT,2024-04-20 20:00:00+00:00,NINJA,12.67,64.14,4.45,-1.08,5.58,IRON
NEARUSDT,2024-08-07 16:00:00+00:00,NINJA,13.08,60.52,10.33,-3.1,13.86,SILVER
NEARUSDT,2024-12-22 16:00:00+00:00,NINJA,14.62,60.1,4.25,-2.6,7.03,IRON
NEARUSDT,2025-02-05 08:00:00+00:00,NINJA,13.3,60.82,1.81,-5.27,7.48,IRON
NEARUSDT,2025-02-09 00:00:00+00:00,NINJA,13.74,67.42,5.91,-7.59,14.61,BRONZE
NEARUSDT,2025-02-12 20:00:00+00:00,NINJA,12.13,66.23,2.06,-4.38,6.73,IRON
NEARUSDT,2025-03-13 00:00:00+00:00,NINJA,12.97,68.13,4.24,-2.75,7.18,IRON
NEARUSDT,2025-03-14 04:00:00+00:00,NINJA,12.32,65.72,1.69,-2.55,4.34,IRON
NEARUSDT,2025-10-13 20:00:00+00:00,NINJA,12.37,63.16,0.98,-11.97,14.71,IRON
NEARUSDT,2025-10-19 12:00:00+00:00,NINJA,13.92,72.73,5.74,-0.32,6.08,BRONZE
NEARUSDT,2025-10-20 12:00:00+00:00,NINJA,13.81,74.07,1.26,-6.08,7.81,IRON
NEARUSDT,2025-10-21 12:00:00+00:00,NINJA,14.19,71.13,7.21,-2.22,9.64,BRONZE
NEARUSDT,2025-11-16 08:00:00+00:00,TREND,15.07,58.14,4.38,-9.5,15.34,IRON
NEARUSDT,2025-11-20 00:00:00+00:00,TREND,16.23,61.67,1.94,-12.75,16.84,IRON
NEIROUSDT,2024-09-29 00:00:00+00:00,TREND,22.83,58.68,6.92,-12.71,22.49,BRONZE
NEIROUSDT,2024-10-01 08:00:00+00:00,TREND,24.18,55.54,1.97,-22.52,31.6,IRON
NEIROUSDT,2024-10-04 16:00:00+00:00,TREND,19.57,58.94,5.06,-5.38,11.03,BRONZE
NEIROUSDT,2024-10-05 16:00:00+00:00,TREND,21.63,56.1,22.25,-4.48,27.98,GOLD
NEIROUSDT,2024-10-06 16:00:00+00:00,NINJA,17.4,70.77,38.11,-0.63,38.98,DIAMOND
NEIROUSDT,2024-10-09 00:00:00+00:00,NINJA,13.16,73.88,7.03,-11.6,21.07,BRONZE
NEIROUSDT,2024-10-10 00:00:00+00:00,TREND,15.2,59.22,4.96,-13.05,20.71,IRON
NEIROUSDT,2024-10-12 00:00:00+00:00,NINJA,13.79,67.87,16.05,-0.11,16.18,SILVER
NEIROUSDT,2024-10-13 00:00:00+00:00,NINJA,14.43,67.05,8.28,-8.3,18.08,BRONZE
NEIROUSDT,2024-10-14 00:00:00+00:00,NINJA,14.29,69.43,7.87,-4.93,13.47,BRONZE
NEIROUSDT,2024-10-15 00:00:00+00:00,TREND,15.6,55.44,10.64,-11.35,24.81,SILVER
NEIROUSDT,2024-10-18 12:00:00+00:00,TREND,16.65,56.39,6.84,-3.51,10.72,BRONZE
NEIROUSDT,2024-10-27 00:00:00+00:00,TREND,15.43,55.88,12.23,-0.37,12.65,SILVER
NEIROUSDT,2024-10-28 04:00:00+00:00,TREND,15.72,63.96,9.78,-6.54,17.45,BRONZE
NEIROUSDT,2024-10-29 04:00:00+00:00,NINJA,13.45,61.22,9.47,-1.38,11.0,BRONZE
NEIROUSDT,2024-10-30 20:00:00+00:00,NINJA,12.82,73.68,2.03,-10.02,13.4,IRON
NEIROUSDT,2024-11-05 20:00:00+00:00,TREND,15.45,61.98,44.03,-2.19,47.26,DIAMOND
NEIROUSDT,2024-11-11 00:00:00+00:00,NINJA,13.06,68.34,4.15,-15.43,23.15,IRON
NEIROUSDT,2024-11-12 04:00:00+00:00,NINJA,13.45,61.15,31.36,-1.26,33.04,DIAMOND
NEIROUSDT,2024-11-17 20:00:00+00:00,TREND,20.79,61.47,4.99,-8.41,14.63,IRON
NEIROUSDT,2024-11-23 00:00:00+00:00,TREND,24.14,56.87,11.52,-2.98,14.95,SILVER
NEIROUSDT,2024-11-25 00:00:00+00:00,TREND,22.12,55.18,10.49,-3.45,14.44,SILVER
NEIROUSDT,2024-11-28 20:00:00+00:00,TREND,17.04,63.23,19.74,-1.03,20.98,SILVER
NEIROUSDT,2024-11-29 20:00:00+00:00,NINJA,15.36,71.31,2.07,-6.67,9.37,IRON
NEIROUSDT,2024-11-30 20:00:00+00:00,NINJA,14.72,69.98,15.4,-3.77,19.92,SILVER
NEIROUSDT,2024-12-01 20:00:00+00:00,NINJA,13.3,65.1,2.27,-16.44,22.39,IRON
NEIROUSDT,2024-12-05 20:00:00+00:00,NINJA,13.96,62.15,3.76,-3.65,7.69,IRON
NEIROUSDT,2024-12-07 04:00:00+00:00,NINJA,12.21,60.46,13.52,-0.95,14.61,SILVER
NEIROUSDT,2024-12-09 04:00:00+00:00,TREND,15.31,60.32,26.61,-18.46,55.28,GOLD
NEIROUSDT,2024-12-12 20:00:00+00:00,TREND,17.26,68.74,1.51,-2.87,4.51,IRON
NEIROUSDT,2024-12-22 16:00:00+00:00,TREND,24.78,60.96,3.53,-6.18,10.35,IRON
NEIROUSDT,2024-12-23 20:00:00+00:00,TREND,18.83,56.04,8.4,-0.15,8.57,BRONZE
NEIROUSDT,2024-12-25 00:00:00+00:00,TREND,15.79,59.63,1.38,-7.32,9.38,IRON
NEIROUSDT,2024-12-28 20:00:00+00:00,TREND,15.23,57.44,2.36,-4.19,6.83,IRON
NEIROUSDT,2024-12-30 04:00:00+00:00,NINJA,14.85,65.85,6.78,-5.15,12.57,BRONZE
NEIROUSDT,2025-01-11 12:00:00+00:00,NINJA,12.4,60.96,2.01,-3.14,5.32,IRON
NEIROUSDT,2025-01-12 20:00:00+00:00,NINJA,12.19,63.02,1.76,-20.14,27.42,IRON
NEIROUSDT,2025-01-15 16:00:00+00:00,NINJA,12.3,74.04,3.16,-3.32,6.7,IRON
NEIROUSDT,2025-01-16 16:00:00+00:00,NINJA,13.01,66.87,10.31,-4.07,14.99,SILVER
NEIROUSDT,2025-01-22 08:00:00+00:00,TREND,17.38,57.63,9.31,-0.89,10.29,BRONZE
NEIROUSDT,2025-01-23 08:00:00+00:00,TREND,16.96,59.84,3.09,-4.05,7.44,IRON
NEIROUSDT,2025-01-24 08:00:00+00:00,TREND,18.19,65.65,9.86,-10.21,22.36,BRONZE
NEIROUSDT,2025-01-29 12:00:00+00:00,TREND,19.15,57.81,7.57,-2.96,10.86,BRONZE
NEIROUSDT,2025-01-30 12:00:00+00:00,TREND,18.42,61.0,5.07,-2.15,7.38,BRONZE
NEIROUSDT,2025-02-01 00:00:00+00:00,NINJA,18.44,73.05,6.26,-16.69,27.55,BRONZE
NEIROUSDT,2025-02-05 08:00:00+00:00,TREND,25.43,61.62,1.7,-8.73,11.44,IRON
NEIROUSDT,2025-02-09 00:00:00+00:00,TREND,26.96,58.62,4.35,-8.43,13.95,IRON
NEIROUSDT,2025-02-10 04:00:00+00:00,TREND,24.62,63.14,9.49,-0.45,9.99,BRONZE
NEIROUSDT,2025-02-11 04:00:00+00:00,NINJA,24.55,70.45,6.08,-7.34,14.49,BRONZE
NEIROUSDT,2025-02-12 16:00:00+00:00,TREND,21.33,56.73,22.16,-1.67,24.23,GOLD
NEIROUSDT,2025-02-14 00:00:00+00:00,TREND,18.67,62.44,20.32,-0.41,20.82,GOLD
NEIROUSDT,2025-02-15 00:00:00+00:00,TREND,17.13,61.28,2.65,-4.83,7.86,IRON
NEIROUSDT,2025-02-16 00:00:00+00:00,TREND,15.62,60.53,0.89,-6.99,8.47,IRON
NEIROUSDT,2025-02-20 16:00:00+00:00,NINJA,12.15,61.58,26.18,-0.6,26.95,GOLD
NEIROUSDT,2025-02-21 16:00:00+00:00,NINJA,12.16,65.68,2.62,-8.9,12.65,IRON
NEIROUSDT,2025-02-23 00:00:00+00:00,NINJA,12.35,63.74,0.3,-7.37,8.28,IRON
NEIROUSDT,2025-02-24 00:00:00+00:00,TREND,16.17,56.2,1.05,-21.17,28.19,IRON
NEIROUSDT,2025-02-26 20:00:00+00:00,NINJA,13.18,63.96,16.15,-1.13,17.47,SILVER
NEIROUSDT,2025-02-27 20:00:00+00:00,NINJA,13.12,62.02,21.83,-3.92,26.8,GOLD
NEIROUSDT,2025-03-01 00:00:00+00:00,TREND,16.0,56.86,0.88,-16.13,20.29,IRON
NEIROUSDT,2025-03-06 08:00:00+00:00,TREND,20.36,64.39,2.77,-10.0,14.19,IRON
NEIROUSDT,2025-03-12 20:00:00+00:00,TREND,18.71,55.2,6.8,-0.3,7.12,BRONZE
NEIROUSDT,2025-03-13 20:00:00+00:00,TREND,17.77,62.06,11.59,-0.91,12.62,SILVER
NEIROUSDT,2025-03-14 20:00:00+00:00,NINJA,14.93,72.46,3.28,-2.16,5.56,IRON
NEIROUSDT,2025-03-15 20:00:00+00:00,NINJA,12.93,72.19,0.55,-7.91,9.19,IRON
NEIROUSDT,2025-04-05 04:00:00+00:00,NINJA,13.39,61.95,0.85,-2.62,3.56,IRON
NEIROUSDT,2025-04-06 08:00:00+00:00,TREND,16.24,55.32,1.76,-23.5,33.02,IRON
NEIROUSDT,2025-04-09 12:00:00+00:00,NINJA,14.02,60.32,11.56,-1.56,13.32,SILVER
NEIROUSDT,2025-05-03 00:00:00+00:00,NINJA,13.58,67.29,0.9,-11.75,14.34,IRON
NEIROUSDT,2025-05-15 00:00:00+00:00,NINJA,15.54,71.31,9.72,-17.19,32.5,BRONZE
NEIROUSDT,2025-05-18 12:00:00+00:00,TREND,15.81,64.42,19.15,-0.71,20.0,SILVER
NEIROUSDT,2025-05-19 12:00:00+00:00,TREND,18.22,66.12,12.48,-5.16,18.6,SILVER
NEIROUSDT,2025-05-22 16:00:00+00:00,TREND,19.36,55.87,22.46,-1.25,24.01,GOLD
NEIROUSDT,2025-05-23 16:00:00+00:00,TREND,22.96,58.95,3.73,-6.98,11.52,IRON
NEIROUSDT,2025-05-27 12:00:00+00:00,TREND,18.36,59.99,4.36,-2.37,6.9,IRON
NEIROUSDT,2025-05-28 20:00:00+00:00,TREND,17.17,57.91,13.24,-0.12,13.38,SILVER
NEIROUSDT,2025-06-02 04:00:00+00:00,TREND,16.52,63.52,7.46,-2.95,10.73,BRONZE
NEIROUSDT,2025-06-03 12:00:00+00:00,NINJA,14.88,65.03,6.28,-4.93,11.79,BRONZE
NEIROUSDT,2025-06-09 00:00:00+00:00,NINJA,12.16,64.41,12.1,-2.32,14.76,SILVER
NEIROUSDT,2025-06-11 16:00:00+00:00,NINJA,12.29,71.32,1.21,-14.94,18.99,IRON
NEIROUSDT,2025-06-15 12:00:00+00:00,NINJA,12.52,60.38,10.25,-1.42,11.83,SILVER
NEIROUSDT,2025-06-16 16:00:00+00:00,NINJA,12.36,67.43,2.22,-12.22,16.46,IRON
NEIROUSDT,2025-06-20 04:00:00+00:00,NINJA,12.04,72.25,8.33,-3.91,12.74,BRONZE
NEIROUSDT,2025-06-23 20:00:00+00:00,NINJA,12.57,60.41,14.04,-0.59,14.72,SILVER
NEIROUSDT,2025-07-04 00:00:00+00:00,NINJA,12.01,72.95,2.86,-5.71,9.09,IRON
NEIROUSDT,2025-07-12 00:00:00+00:00,NINJA,12.1,60.41,0.88,-8.96,10.82,IRON
NEIROUSDT,2025-07-27 08:00:00+00:00,NINJA,12.45,67.4,4.88,-0.92,5.86,IRON
NEIROUSDT,2025-10-10 08:00:00+00:00,TREND,22.23,55.91,4.31,-83.51,532.73,IRON
NEIROUSDT,2025-10-13 04:00:00+00:00,NINJA,18.76,73.77,9.32,-1.12,10.56,BRONZE
NEIROUSDT,2025-10-14 04:00:00+00:00,TREND,20.25,62.69,0.9,-8.81,10.65,IRON
NEIROUSDT,2025-10-15 04:00:00+00:00,TREND,21.6,55.06,3.46,-6.5,10.66,IRON
NEIROUSDT,2025-10-19 20:00:00+00:00,TREND,21.36,66.99,3.91,-3.59,7.78,IRON
NEIROUSDT,2025-10-21 00:00:00+00:00,TREND,20.96,63.36,4.87,-5.07,10.47,IRON
NEIROUSDT,2025-11-08 00:00:00+00:00,NINJA,12.34,63.47,1.42,-10.15,12.87,IRON
NEIROUSDT,2025-11-09 04:00:00+00:00,NINJA,12.35,61.52,9.87,-0.66,10.6,BRONZE
NEIROUSDT,2025-11-11 00:00:00+00:00,NINJA,13.16,61.14,2.02,-10.45,13.92,IRON
NEIROUSDT,2025-11-20 04:00:00+00:00,NINJA,14.25,60.51,7.66,-7.57,16.47,BRONZE
NEIROUSDT,2025-11-23 16:00:00+00:00,NINJA,12.94,65.79,4.25,-2.27,6.66,IRON
NEOUSDT,2024-04-15 04:00:00+00:00,TREND,15.19,59.5,17.45,-6.34,25.4,SILVER
NEOUSDT,2024-04-16 04:00:00+00:00,TREND,16.24,60.37,5.42,-4.85,10.79,BRONZE
NEOUSDT,2024-04-19 20:00:00+00:00,TREND,19.12,56.69,2.34,-2.89,5.39,IRON
NEOUSDT,2024-04-20 20:00:00+00:00,TREND,18.69,60.84,8.81,-1.61,10.6,BRONZE
NEOUSDT,2024-04-21 20:00:00+00:00,TREND,18.99,64.97,5.34,-0.83,6.22,BRONZE
NEOUSDT,2024-04-22 20:00:00+00:00,TREND,16.37,66.51,4.25,-3.14,7.63,IRON
NEOUSDT,2024-12-12 04:00:00+00:00,TREND,15.67,64.14,3.91,-6.02,10.56,IRON
NEOUSDT,2024-12-13 04:00:00+00:00,TREND,15.33,61.26,3.7,-2.34,6.18,IRON
NEOUSDT,2024-12-22 16:00:00+00:00,TREND,15.7,61.32,4.37,-2.87,7.45,IRON
NEOUSDT,2025-02-05 08:00:00+00:00,NINJA,13.06,66.96,1.89,-4.49,6.67,IRON
NEOUSDT,2025-02-08 20:00:00+00:00,NINJA,13.29,61.96,3.95,-2.26,6.35,IRON
NEOUSDT,2025-02-10 08:00:00+00:00,NINJA,12.83,64.53,7.79,-0.65,8.5,BRONZE
NEOUSDT,2025-02-11 08:00:00+00:00,NINJA,12.78,61.11,0.78,-6.45,7.74,IRON
NEOUSDT,2025-02-12 08:00:00+00:00,NINJA,12.17,63.87,7.46,-3.91,11.84,BRONZE
NEOUSDT,2025-04-05 00:00:00+00:00,NINJA,12.29,62.14,1.24,-3.93,5.39,IRON
NEOUSDT,2025-04-06 04:00:00+00:00,NINJA,12.7,62.32,7.05,-6.22,14.16,BRONZE
NEOUSDT,2025-04-10 04:00:00+00:00,NINJA,12.82,72.46,1.04,-10.73,13.18,IRON
NEOUSDT,2025-10-14 04:00:00+00:00,NINJA,12.96,72.41,1.93,-5.79,8.19,IRON
NEOUSDT,2025-10-15 04:00:00+00:00,NINJA,13.46,63.4,2.72,-4.99,8.11,IRON
NEOUSDT,2025-10-19 16:00:00+00:00,NINJA,13.53,69.57,1.59,-2.74,4.45,IRON
NEOUSDT,2025-10-20 16:00:00+00:00,NINJA,13.33,62.46,4.11,-3.98,8.43,IRON
NEOUSDT,2025-10-21 16:00:00+00:00,NINJA,13.72,61.26,0.82,-7.5,8.99,IRON
NEWTUSDT,2025-07-25 00:00:00+00:00,TREND,15.76,59.89,0.58,-27.31,38.37,IRON
NEWTUSDT,2025-08-04 04:00:00+00:00,TREND,22.17,58.11,13.73,-0.14,13.89,SILVER
NEWTUSDT,2025-08-05 12:00:00+00:00,TREND,23.0,61.73,1.14,-10.91,13.52,IRON
NEWTUSDT,2025-10-13 08:00:00+00:00,NINJA,15.87,74.24,6.51,-3.26,10.09,BRONZE
NEWTUSDT,2025-10-14 08:00:00+00:00,TREND,16.23,64.21,7.65,-2.33,10.22,BRONZE
NEWTUSDT,2025-10-15 08:00:00+00:00,TREND,16.31,64.6,2.23,-6.39,9.22,IRON
NEWTUSDT,2025-10-19 20:00:00+00:00,TREND,17.06,60.9,2.57,-3.25,6.01,IRON
NEWTUSDT,2025-10-20 20:00:00+00:00,TREND,16.5,67.28,8.22,-4.34,13.14,BRONZE
NFPUSDT,2024-01-14 08:00:00+00:00,TREND,17.66,60.34,14.71,-2.04,17.1,SILVER
NFPUSDT,2024-01-15 08:00:00+00:00,TREND,15.2,69.45,7.27,-9.02,17.9,BRONZE
NFPUSDT,2024-01-16 08:00:00+00:00,TREND,16.48,60.1,0.71,-8.91,10.55,IRON
NFPUSDT,2024-01-25 16:00:00+00:00,TREND,16.15,58.5,10.3,-1.51,11.99,SILVER
NFPUSDT,2024-01-27 00:00:00+00:00,NINJA,13.33,67.42,16.13,-1.66,18.09,SILVER
NFPUSDT,2024-01-28 00:00:00+00:00,NINJA,13.06,73.08,3.05,-5.86,9.47,IRON
NFPUSDT,2024-02-25 20:00:00+00:00,NINJA,12.87,62.88,6.93,-5.51,13.16,BRONZE
NFPUSDT,2024-02-27 04:00:00+00:00,NINJA,13.34,64.85,13.89,-1.07,15.12,SILVER
NFPUSDT,2024-02-29 00:00:00+00:00,TREND,15.09,55.68,11.09,-4.15,15.89,SILVER
NFPUSDT,2024-03-02 00:00:00+00:00,NINJA,13.3,63.22,0.0,-6.02,6.41,IRON
NFPUSDT,2024-03-03 04:00:00+00:00,NINJA,13.34,66.41,7.51,-10.29,19.84,BRONZE
NFPUSDT,2024-03-07 04:00:00+00:00,NINJA,12.64,64.59,22.43,-0.11,22.56,GOLD
NFPUSDT,2024-03-08 04:00:00+00:00,NINJA,13.68,73.4,9.41,-7.93,18.84,BRONZE
NFPUSDT,2024-03-09 08:00:00+00:00,NINJA,12.53,68.12,10.82,-7.96,20.41,SILVER
NFPUSDT,2024-03-10 08:00:00+00:00,TREND,15.23,60.03,0.96,-14.77,18.45,IRON
NFPUSDT,2024-03-21 00:00:00+00:00,TREND,18.76,55.97,6.78,-1.94,8.89,BRONZE
NFPUSDT,2024-03-22 00:00:00+00:00,TREND,18.27,68.83,1.64,-6.42,8.61,IRON
NFPUSDT,2024-03-23 00:00:00+00:00,TREND,16.32,56.77,4.95,-1.93,7.02,IRON
NFPUSDT,2024-03-24 16:00:00+00:00,NINJA,14.03,60.53,8.44,-1.87,10.51,BRONZE
NFPUSDT,2024-03-25 16:00:00+00:00,NINJA,12.88,69.65,3.23,-4.58,8.18,IRON
NFPUSDT,2024-03-26 16:00:00+00:00,NINJA,12.27,67.42,16.81,-2.59,19.92,SILVER
NFPUSDT,2024-03-28 04:00:00+00:00,NINJA,12.39,63.22,6.84,-6.03,13.69,BRONZE
NFPUSDT,2024-04-16 04:00:00+00:00,TREND,18.38,55.17,5.59,-3.27,9.16,BRONZE
NFPUSDT,2024-04-18 20:00:00+00:00,TREND,17.43,59.22,3.99,-10.0,15.55,IRON
NFPUSDT,2024-04-19 20:00:00+00:00,TREND,17.3,62.71,11.83,-3.53,15.93,SILVER
NFPUSDT,2024-04-20 20:00:00+00:00,NINJA,15.74,74.37,9.37,-1.13,10.62,BRONZE
NFPUSDT,2024-04-23 00:00:00+00:00,NINJA,14.61,70.41,4.6,-4.46,9.49,IRON
NFPUSDT,2024-04-24 04:00:00+00:00,TREND,15.23,55.08,4.08,-9.36,14.83,IRON
NFPUSDT,2024-06-20 08:00:00+00:00,NINJA,13.18,74.43,1.6,-6.33,8.47,IRON
NFPUSDT,2024-07-07 12:00:00+00:00,NINJA,12.03,66.22,3.61,-11.71,17.35,IRON
NFPUSDT,2024-08-07 08:00:00+00:00,TREND,16.47,61.25,0.64,-9.14,10.76,IRON
NFPUSDT,2024-08-08 20:00:00+00:00,NINJA,14.5,60.6,5.66,-0.05,5.71,BRONZE
NFPUSDT,2024-08-09 20:00:00+00:00,NINJA,13.78,69.84,7.87,-1.0,8.96,BRONZE
NFPUSDT,2024-08-10 20:00:00+00:00,NINJA,12.96,66.36,2.24,-9.2,12.6,IRON
NFPUSDT,2024-08-13 20:00:00+00:00,NINJA,12.66,67.62,7.08,-2.92,10.31,BRONZE
NFPUSDT,2024-08-15 08:00:00+00:00,NINJA,13.39,61.21,2.27,-8.35,11.59,IRON
NFPUSDT,2024-12-12 04:00:00+00:00,NINJA,13.66,64.33,2.54,-4.29,7.14,IRON
NFPUSDT,2024-12-13 04:00:00+00:00,NINJA,13.69,68.77,2.82,-3.15,6.17,IRON
NFPUSDT,2024-12-21 04:00:00+00:00,TREND,18.44,55.42,5.72,-7.55,14.35,BRONZE
NFPUSDT,2024-12-22 16:00:00+00:00,TREND,18.03,69.83,6.15,-2.3,8.65,BRONZE
NFPUSDT,2024-12-23 20:00:00+00:00,NINJA,13.46,65.95,7.83,0.0,7.83,BRONZE
NFPUSDT,2024-12-29 00:00:00+00:00,NINJA,12.02,61.62,0.07,-6.07,6.54,IRON
NFPUSDT,2025-02-05 08:00:00+00:00,TREND,17.75,62.41,1.53,-5.96,7.97,IRON
NFPUSDT,2025-02-08 20:00:00+00:00,TREND,18.13,58.97,4.5,-2.97,7.7,IRON
NFPUSDT,2025-02-10 00:00:00+00:00,TREND,17.03,55.87,7.89,-5.72,14.43,BRONZE
NFPUSDT,2025-02-11 00:00:00+00:00,TREND,16.62,59.81,5.16,-5.7,11.51,BRONZE
NFPUSDT,2025-02-12 00:00:00+00:00,TREND,15.03,56.32,15.19,-4.35,20.43,SILVER
NFPUSDT,2025-02-13 04:00:00+00:00,TREND,15.78,63.2,3.53,-10.93,16.23,IRON
NFPUSDT,2025-02-14 04:00:00+00:00,NINJA,14.95,60.57,4.75,-1.9,6.78,IRON
NFPUSDT,2025-03-06 08:00:00+00:00,NINJA,12.57,68.99,2.04,-6.72,9.39,IRON
NFPUSDT,2025-03-07 12:00:00+00:00,NINJA,12.38,62.94,4.14,-4.45,8.99,IRON
NFPUSDT,2025-03-13 00:00:00+00:00,NINJA,13.32,61.73,1.09,-5.68,7.18,IRON
NFPUSDT,2025-03-14 08:00:00+00:00,NINJA,12.11,61.63,5.03,0.12,4.9,BRONZE
NFPUSDT,2025-04-09 12:00:00+00:00,NINJA,12.24,64.0,12.1,-1.3,13.58,SILVER
NFPUSDT,2025-05-21 12:00:00+00:00,NINJA,12.12,64.03,12.18,-1.04,13.36,SILVER
NFPUSDT,2025-05-23 04:00:00+00:00,NINJA,13.09,69.63,0.1,-14.8,17.49,IRON
NFPUSDT,2025-10-10 00:00:00+00:00,TREND,17.99,58.39,3.75,-63.95,187.78,IRON
NFPUSDT,2025-10-13 08:00:00+00:00,NINJA,15.15,73.45,6.25,-7.08,14.35,BRONZE
NFPUSDT,2025-10-14 08:00:00+00:00,TREND,16.43,60.38,10.48,-2.4,13.2,SILVER
NFPUSDT,2025-10-15 08:00:00+00:00,TREND,16.94,59.24,2.0,-7.58,10.37,IRON
NFPUSDT,2025-10-19 12:00:00+00:00,TREND,18.63,66.37,4.08,-0.68,4.79,IRON
NILUSDT,2025-04-06 08:00:00+00:00,TREND,28.54,62.6,11.06,-7.69,20.31,SILVER
NILUSDT,2025-04-11 04:00:00+00:00,TREND,16.28,62.14,12.05,-2.82,15.3,SILVER
NILUSDT,2025-04-12 04:00:00+00:00,TREND,16.04,55.22,21.27,-0.49,21.87,GOLD
NILUSDT,2025-04-13 04:00:00+00:00,TREND,18.73,65.03,1.1,-16.34,20.84,IRON
NILUSDT,2025-04-18 20:00:00+00:00,TREND,17.29,63.16,5.13,-0.85,6.03,BRONZE
NILUSDT,2025-04-20 04:00:00+00:00,NINJA,14.93,68.85,1.58,-6.32,8.43,IRON
NILUSDT,2025-04-21 04:00:00+00:00,NINJA,13.68,67.65,3.18,-2.39,5.71,IRON
NILUSDT,2025-04-23 00:00:00+00:00,NINJA,12.03,66.67,6.65,-10.1,18.63,BRONZE
NILUSDT,2025-05-21 12:00:00+00:00,NINJA,14.56,67.48,13.97,-0.02,13.99,SILVER
NILUSDT,2025-05-22 16:00:00+00:00,NINJA,13.47,66.19,0.0,-16.59,19.89,IRON
NILUSDT,2025-05-30 00:00:00+00:00,NINJA,13.52,63.03,5.67,-11.0,18.73,BRONZE
NILUSDT,2025-06-02 20:00:00+00:00,NINJA,13.22,60.93,7.05,0.07,6.98,BRONZE
NILUSDT,2025-10-10 00:00:00+00:00,NINJA,13.03,64.52,4.05,-42.65,81.45,IRON
NILUSDT,2025-10-13 08:00:00+00:00,NINJA,14.58,60.66,5.56,-7.98,14.72,BRONZE
NILUSDT,2025-10-15 08:00:00+00:00,TREND,15.76,60.55,8.7,-6.52,16.28,BRONZE
NILUSDT,2025-10-16 08:00:00+00:00,NINJA,14.63,61.26,7.57,-7.06,15.74,BRONZE
NILUSDT,2025-10-19 12:00:00+00:00,TREND,15.74,60.61,1.83,-2.57,4.52,IRON
NILUSDT,2025-10-20 12:00:00+00:00,NINJA,14.9,64.92,14.35,-3.96,19.07,SILVER
NILUSDT,2025-10-21 12:00:00+00:00,TREND,16.14,62.3,27.41,-0.71,28.32,GOLD
NILUSDT,2025-10-22 12:00:00+00:00,NINJA,14.44,74.3,4.68,-1.6,6.39,IRON
NILUSDT,2025-11-06 08:00:00+00:00,TREND,16.9,56.96,7.69,-3.9,12.06,BRONZE
NILUSDT,2025-11-07 08:00:00+00:00,TREND,15.64,57.83,8.53,-5.54,14.9,BRONZE
NILUSDT,2025-11-08 20:00:00+00:00,TREND,15.61,63.95,3.87,-4.7,9.0,IRON
NILUSDT,2025-11-15 20:00:00+00:00,NINJA,12.13,65.38,32.86,-0.93,34.11,DIAMOND
NILUSDT,2025-11-25 00:00:00+00:00,TREND,34.8,57.51,22.38,-0.86,23.43,GOLD
NILUSDT,2025-11-26 04:00:00+00:00,TREND,34.73,55.3,3.08,-3.61,6.95,IRON
NILUSDT,2025-11-28 20:00:00+00:00,TREND,33.88,59.63,5.39,-8.09,14.67,BRONZE
NILUSDT,2025-12-17 08:00:00+00:00,NINJA,12.73,61.95,9.15,-8.66,19.5,BRONZE
NILUSDT,2025-12-19 20:00:00+00:00,NINJA,12.22,60.1,4.57,-1.1,5.73,IRON
NILUSDT,2025-12-21 04:00:00+00:00,NINJA,12.6,70.27,5.01,-5.87,11.55,BRONZE
NILUSDT,2025-12-23 00:00:00+00:00,NINJA,12.02,67.58,1.12,-14.14,17.77,IRON
NILUSDT,2025-12-27 00:00:00+00:00,NINJA,12.6,67.93,5.35,-6.23,12.35,BRONZE
NILUSDT,2025-12-28 00:00:00+00:00,NINJA,13.42,60.86,2.62,-5.76,8.89,IRON
NKNUSDT,2024-03-21 12:00:00+00:00,NINJA,13.84,61.7,2.72,-2.93,5.81,IRON
NKNUSDT,2024-03-22 12:00:00+00:00,NINJA,14.23,65.4,0.85,-4.65,5.77,IRON
NKNUSDT,2024-04-18 20:00:00+00:00,TREND,18.05,59.03,3.21,-9.3,13.79,IRON
NKNUSDT,2024-04-19 20:00:00+00:00,TREND,17.71,63.11,6.61,-3.71,10.72,BRONZE
NKNUSDT,2024-04-20 20:00:00+00:00,TREND,15.87,68.18,0.91,-5.24,6.5,IRON
NKNUSDT,2024-04-21 20:00:00+00:00,NINJA,14.27,60.42,6.13,-0.47,6.64,BRONZE
NKNUSDT,2024-04-22 20:00:00+00:00,NINJA,13.32,66.87,3.89,-3.59,7.75,IRON
NKNUSDT,2024-04-23 20:00:00+00:00,NINJA,13.16,62.93,0.36,-8.38,9.55,IRON
NKNUSDT,2024-12-22 16:00:00+00:00,NINJA,14.58,62.26,4.91,-3.06,8.22,IRON
NKNUSDT,2025-02-05 08:00:00+00:00,NINJA,12.56,71.74,1.94,-3.07,5.17,IRON
NKNUSDT,2025-02-09 08:00:00+00:00,NINJA,12.03,74.14,0.93,-7.17,8.72,IRON
NKNUSDT,2025-04-18 00:00:00+00:00,NINJA,13.87,64.29,48.24,-1.18,50.0,DIAMOND
NKNUSDT,2025-04-21 04:00:00+00:00,TREND,21.38,66.52,6.25,-26.5,44.56,BRONZE
