symbol,signal_time,signal_type,atr_pct,rsi,peak_gain,max_drawdown,spread,tier
AAVEUSDT,2025-03-06 12:00:00+00:00,NINJA,13.16,73.21,0.17,-11.32,12.96,IRON
AAVEUSDT,2025-03-16 00:00:00+00:00,NINJA,13.83,72.12,0.69,-5.53,6.59,IRON
AAVEUSDT,2025-10-13 04:00:00+00:00,NINJA,12.13,67.41,6.48,-1.35,7.94,BRONZE
AAVEUSDT,2025-10-14 12:00:00+00:00,NINJA,12.75,60.21,7.44,-2.61,10.32,BRONZE
AAVEUSDT,2025-10-19 12:00:00+00:00,TREND,15.42,69.98,7.0,-1.26,8.37,BRONZE
AAVEUSDT,2025-10-20 12:00:00+00:00,NINJA,14.96,74.07,0.29,-5.78,6.44,IRON
AAVEUSDT,2025-10-21 12:00:00+00:00,NINJA,15.52,70.36,6.96,-3.69,11.06,BRONZE
ACAUSDT,2024-03-14 00:00:00+00:00,NINJA,12.85,65.45,2.25,-11.17,15.11,IRON
ACAUSDT,2024-03-16 16:00:00+00:00,NINJA,14.11,60.29,16.27,-14.27,35.63,SILVER
ACAUSDT,2024-03-17 16:00:00+00:00,NINJA,14.91,69.05,4.46,-14.47,22.14,IRON
ACAUSDT,2024-03-20 20:00:00+00:00,TREND,17.29,55.62,4.6,-7.15,12.65,IRON
ACAUSDT,2024-03-22 04:00:00+00:00,TREND,19.46,58.62,3.88,-5.44,9.85,IRON
ACAUSDT,2024-03-23 20:00:00+00:00,TREND,17.19,68.28,32.34,-0.78,33.37,DIAMOND
ACAUSDT,2024-03-24 20:00:00+00:00,NINJA,17.77,73.86,2.34,-8.58,11.95,IRON
ACAUSDT,2024-03-25 20:00:00+00:00,TREND,17.92,68.17,2.93,-6.96,10.64,IRON
ACAUSDT,2024-04-04 16:00:00+00:00,NINJA,13.01,61.56,2.03,-10.45,13.93,IRON
ACAUSDT,2024-04-16 08:00:00+00:00,TREND,16.05,56.98,5.56,-3.95,9.9,BRONZE
ACAUSDT,2024-04-18 04:00:00+00:00,TREND,16.74,65.5,19.1,-8.15,29.66,SILVER
ACAUSDT,2024-04-19 08:00:00+00:00,TREND,16.7,55.32,2.9,-6.85,10.47,IRON
ACAUSDT,2024-04-20 08:00:00+00:00,TREND,15.83,55.25,9.65,-0.09,9.75,BRONZE
ACAUSDT,2024-04-21 12:00:00+00:00,TREND,15.52,64.29,3.49,-2.3,5.93,IRON
ACAUSDT,2024-04-22 16:00:00+00:00,NINJA,14.27,68.89,0.99,-2.96,4.07,IRON
ACAUSDT,2024-04-23 16:00:00+00:00,NINJA,13.32,61.64,3.37,-4.52,8.25,IRON
ACAUSDT,2024-09-03 00:00:00+00:00,NINJA,12.67,60.62,3.08,-6.33,10.05,IRON
ACAUSDT,2024-11-17 12:00:00+00:00,NINJA,12.98,72.53,4.71,-26.79,43.03,IRON
ACAUSDT,2024-11-18 12:00:00+00:00,TREND,15.61,62.91,0.0,-17.47,21.17,IRON
ACAUSDT,2024-11-21 12:00:00+00:00,TREND,18.71,55.67,41.15,-0.6,42.0,DIAMOND
ACAUSDT,2024-11-22 16:00:00+00:00,TREND,16.84,59.96,16.41,-6.55,24.57,SILVER
ACAUSDT,2024-11-23 16:00:00+00:00,NINJA,18.59,71.79,10.04,-11.39,24.18,SILVER
ACAUSDT,2024-11-25 08:00:00+00:00,TREND,20.94,57.85,3.78,-7.86,12.63,IRON
ACAUSDT,2024-11-28 08:00:00+00:00,TREND,21.86,60.61,21.84,0.0,21.84,GOLD
ACAUSDT,2024-11-29 08:00:00+00:00,TREND,21.4,66.12,8.64,-0.1,8.75,BRONZE
ACAUSDT,2024-11-30 08:00:00+00:00,TREND,20.79,63.66,0.09,-7.32,8.0,IRON
ACAUSDT,2024-12-01 12:00:00+00:00,TREND,15.28,60.49,3.86,-10.53,16.09,IRON
ACAUSDT,2024-12-04 08:00:00+00:00,NINJA,12.9,67.49,7.59,-4.3,12.42,BRONZE
ACAUSDT,2024-12-05 08:00:00+00:00,NINJA,13.74,72.49,17.49,-1.35,19.09,SILVER
ACAUSDT,2024-12-12 16:00:00+00:00,NINJA,12.06,68.95,18.31,-3.01,21.97,SILVER
ACAUSDT,2024-12-13 16:00:00+00:00,NINJA,13.53,61.12,2.0,-7.47,10.24,IRON
ACAUSDT,2024-12-16 00:00:00+00:00,TREND,15.75,66.6,10.38,-8.75,20.96,SILVER
ACAUSDT,2024-12-17 00:00:00+00:00,TREND,16.47,56.99,5.21,-5.03,10.78,BRONZE
ACAUSDT,2024-12-22 16:00:00+00:00,TREND,19.03,62.46,4.55,-2.73,7.49,IRON
ACAUSDT,2024-12-24 04:00:00+00:00,TREND,15.58,64.71,11.6,0.0,11.6,SILVER
ACAUSDT,2024-12-25 04:00:00+00:00,TREND,15.23,64.14,4.89,-1.98,7.0,IRON
ACAUSDT,2024-12-27 12:00:00+00:00,NINJA,13.21,68.63,33.55,-0.53,34.26,DIAMOND
ACAUSDT,2024-12-28 12:00:00+00:00,NINJA,13.67,66.73,23.01,-0.49,23.61,GOLD
ACAUSDT,2024-12-30 12:00:00+00:00,NINJA,13.07,65.28,2.51,-13.56,18.59,IRON
ACAUSDT,2025-01-02 16:00:00+00:00,NINJA,12.21,64.17,3.39,-3.67,7.33,IRON
ACAUSDT,2025-01-22 08:00:00+00:00,NINJA,12.2,60.37,28.69,-1.06,30.07,GOLD
ACAUSDT,2025-01-23 08:00:00+00:00,NINJA,13.53,60.81,0.37,-8.57,9.77,IRON
ACAUSDT,2025-01-29 08:00:00+00:00,TREND,15.48,55.8,12.72,-4.24,17.71,SILVER
ACAUSDT,2025-01-30 16:00:00+00:00,TREND,15.23,55.68,1.7,-3.92,5.84,IRON
ACAUSDT,2025-01-31 20:00:00+00:00,NINJA,13.79,66.43,7.28,-4.58,12.43,BRONZE
ACAUSDT,2025-02-05 08:00:00+00:00,TREND,16.94,65.09,5.2,-3.69,9.23,BRONZE
ACAUSDT,2025-02-08 20:00:00+00:00,TREND,16.7,66.97,2.95,-3.99,7.22,IRON
ACAUSDT,2025-02-10 04:00:00+00:00,TREND,15.38,56.9,5.77,-0.18,5.96,BRONZE
ACAUSDT,2025-02-12 20:00:00+00:00,NINJA,13.08,62.4,3.43,-7.67,12.01,IRON
ACAUSDT,2025-02-14 00:00:00+00:00,NINJA,13.39,63.39,4.33,-0.69,5.05,IRON
ACAUSDT,2025-03-06 08:00:00+00:00,NINJA,12.13,66.04,1.17,-8.45,10.51,IRON
ACAUSDT,2025-03-09 08:00:00+00:00,TREND,15.89,61.96,6.0,-27.54,46.29,BRONZE
ACAUSDT,2025-03-12 00:00:00+00:00,TREND,15.18,60.27,2.27,-3.54,6.02,IRON
ACAUSDT,2025-03-13 04:00:00+00:00,NINJA,14.93,62.07,20.51,-1.52,22.37,GOLD
ACAUSDT,2025-03-14 04:00:00+00:00,NINJA,14.44,60.0,2.12,-5.19,7.71,IRON
ACAUSDT,2025-03-15 04:00:00+00:00,NINJA,14.12,73.39,5.18,-0.24,5.42,BRONZE
ACAUSDT,2025-03-17 04:00:00+00:00,NINJA,13.14,60.92,10.07,-1.17,11.37,SILVER
ACAUSDT,2025-10-10 08:00:00+00:00,TREND,15.6,56.52,3.24,-73.68,292.31,IRON
ACAUSDT,2025-10-13 04:00:00+00:00,NINJA,14.9,65.57,8.21,-1.54,9.9,BRONZE
ACAUSDT,2025-10-14 04:00:00+00:00,TREND,15.69,60.0,2.96,-6.9,10.58,IRON
ACAUSDT,2025-10-15 04:00:00+00:00,TREND,16.16,55.81,5.03,-6.03,11.76,BRONZE
ACAUSDT,2025-10-19 08:00:00+00:00,TREND,17.74,55.56,18.38,-1.08,19.67,SILVER
ACAUSDT,2025-10-20 08:00:00+00:00,TREND,17.44,55.56,3.14,-4.19,7.65,IRON
ACAUSDT,2025-10-21 12:00:00+00:00,TREND,17.88,62.86,4.28,-3.74,8.33,IRON
ACAUSDT,2026-01-02 00:00:00+00:00,NINJA,13.3,75.0,1.96,-19.61,26.83,IRON
ACAUSDT,2026-01-04 16:00:00+00:00,NINJA,13.4,60.0,2.27,-1.14,3.45,IRON
ACEUSDT,2024-01-14 04:00:00+00:00,TREND,16.04,57.88,12.27,-1.01,13.42,SILVER
ACEUSDT,2024-01-15 04:00:00+00:00,TREND,15.41,56.13,8.6,-6.44,16.09,BRONZE
ACEUSDT,2024-01-16 04:00:00+00:00,TREND,15.61,60.08,1.01,-6.44,7.96,IRON
ACEUSDT,2024-01-21 08:00:00+00:00,NINJA,13.28,65.09,4.1,-5.35,9.99,IRON
ACEUSDT,2024-01-25 00:00:00+00:00,NINJA,12.16,61.11,5.31,-4.05,9.75,BRONZE
ACEUSDT,2024-03-21 08:00:00+00:00,NINJA,13.45,62.79,7.34,-0.78,8.19,BRONZE
ACEUSDT,2024-03-22 08:00:00+00:00,NINJA,14.16,66.26,0.09,-6.98,7.6,IRON
ACEUSDT,2024-03-23 12:00:00+00:00,NINJA,13.08,63.22,2.74,-2.35,5.21,IRON
ACEUSDT,2024-03-24 16:00:00+00:00,NINJA,12.39,65.11,4.23,-2.2,6.58,IRON
ACEUSDT,2024-04-16 04:00:00+00:00,TREND,17.26,56.99,10.91,-2.95,14.28,SILVER
ACEUSDT,2024-04-17 16:00:00+00:00,TREND,16.98,58.75,5.8,-3.42,9.54,BRONZE
ACEUSDT,2024-04-18 20:00:00+00:00,TREND,17.02,58.11,2.37,-9.9,13.62,IRON
ACEUSDT,2024-04-20 12:00:00+00:00,TREND,15.98,63.31,10.29,-0.76,11.13,SILVER
ACEUSDT,2024-04-21 12:00:00+00:00,NINJA,16.44,72.44,2.86,-2.61,5.63,IRON
ACEUSDT,2024-04-22 12:00:00+00:00,NINJA,15.77,71.33,4.66,-2.6,7.46,IRON
ACEUSDT,2024-04-23 16:00:00+00:00,TREND,15.35,56.03,1.87,-7.22,9.8,IRON
ACEUSDT,2024-07-11 08:00:00+00:00,NINJA,12.12,69.48,7.68,-7.26,16.11,BRONZE
ACEUSDT,2024-08-03 04:00:00+00:00,TREND,15.15,55.29,4.39,-21.01,32.17,IRON
ACEUSDT,2024-08-07 08:00:00+00:00,TREND,20.27,62.03,0.52,-7.42,8.58,IRON
ACEUSDT,2024-08-08 08:00:00+00:00,TREND,18.54,59.24,10.16,-2.76,13.3,SILVER
ACEUSDT,2024-08-09 08:00:00+00:00,TREND,18.42,59.29,1.53,-3.15,4.84,IRON
ACEUSDT,2024-08-10 08:00:00+00:00,TREND,16.39,58.35,3.44,-0.87,4.34,IRON
ACEUSDT,2024-08-12 20:00:00+00:00,TREND,16.59,57.32,7.1,-1.28,8.5,BRONZE
ACEUSDT,2024-08-13 20:00:00+00:00,TREND,15.69,62.75,1.04,-5.41,6.81,IRON
ACEUSDT,2024-12-12 08:00:00+00:00,NINJA,13.24,62.34,1.35,-6.36,8.23,IRON
ACEUSDT,2024-12-13 08:00:00+00:00,NINJA,13.53,65.67,2.51,-1.6,4.17,IRON
ACEUSDT,2024-12-22 16:00:00+00:00,TREND,18.02,60.53,4.17,-3.88,8.38,IRON
ACEUSDT,2025-02-05 08:00:00+00:00,TREND,16.19,64.04,1.79,-5.58,7.81,IRON
ACEUSDT,2025-02-08 20:00:00+00:00,TREND,16.86,62.34,7.14,-2.63,10.03,BRONZE
ACEUSDT,2025-02-10 04:00:00+00:00,TREND,15.91,61.02,8.56,-0.79,9.42,BRONZE
ACEUSDT,2025-02-11 04:00:00+00:00,TREND,15.57,66.99,5.51,-4.98,11.05,BRONZE
ACEUSDT,2025-02-12 08:00:00+00:00,NINJA,13.86,62.56,16.36,-4.06,21.29,SILVER
ACEUSDT,2025-02-13 20:00:00+00:00,NINJA,14.62,61.25,3.38,-2.58,6.12,IRON
ACEUSDT,2025-03-13 08:00:00+00:00,NINJA,14.09,62.82,2.12,-5.16,7.68,IRON
ACEUSDT,2025-03-14 08:00:00+00:00,NINJA,13.0,61.7,6.31,0.0,6.31,BRONZE
ACEUSDT,2025-03-15 12:00:00+00:00,NINJA,12.38,65.12,4.26,-1.03,5.34,IRON
ACEUSDT,2025-10-10 00:00:00+00:00,NINJA,20.24,70.1,1.24,-78.63,373.79,IRON
ACEUSDT,2025-10-13 04:00:00+00:00,TREND,18.11,67.65,14.03,-0.6,14.71,SILVER
ACEUSDT,2025-10-14 04:00:00+00:00,TREND,19.42,64.66,3.7,-7.69,12.35,IRON
ACEUSDT,2025-10-15 04:00:00+00:00,TREND,21.36,60.68,6.53,-6.53,13.97,BRONZE
ACEUSDT,2025-10-19 16:00:00+00:00,NINJA,22.04,71.79,1.95,-2.93,5.03,IRON
ACEUSDT,2025-10-21 12:00:00+00:00,TREND,22.64,64.52,7.05,-4.03,11.54,BRONZE
ACEUSDT,2025-11-20 12:00:00+00:00,NINJA,12.1,60.71,8.94,-13.01,25.23,BRONZE
ACEUSDT,2025-11-27 00:00:00+00:00,TREND,15.79,60.16,29.37,-15.99,53.98,GOLD
ACEUSDT,2025-11-28 16:00:00+00:00,NINJA,14.88,63.16,11.95,-0.8,12.85,SILVER
ACEUSDT,2025-12-03 08:00:00+00:00,TREND,17.98,61.11,0.89,-3.13,4.15,IRON
ACEUSDT,2025-12-04 08:00:00+00:00,TREND,17.76,68.75,1.35,-4.48,6.1,IRON
ACEUSDT,2025-12-05 20:00:00+00:00,TREND,19.84,69.14,98.52,-1.48,101.5,DIAMOND
ACEUSDT,2025-12-06 20:00:00+00:00,TREND,20.94,63.4,2.16,-12.59,16.87,IRON
ACEUSDT,2025-12-07 20:00:00+00:00,TREND,22.13,60.31,0.38,-9.58,11.02,IRON
ACEUSDT,2025-12-09 12:00:00+00:00,TREND,22.47,57.83,1.87,-9.36,12.4,IRON
ACEUSDT,2025-12-10 20:00:00+00:00,TREND,21.09,58.11,2.69,-8.08,11.72,IRON
ACEUSDT,2025-12-15 20:00:00+00:00,NINJA,19.27,71.57,95.85,-0.46,96.76,DIAMOND
ACEUSDT,2025-12-16 20:00:00+00:00,TREND,23.55,57.94,1.97,-9.06,12.12,IRON
ACEUSDT,2025-12-17 20:00:00+00:00,TREND,24.4,57.79,6.38,-3.83,10.62,BRONZE
ACEUSDT,2025-12-19 08:00:00+00:00,TREND,19.67,56.1,16.03,-0.42,16.53,SILVER
ACEUSDT,2025-12-20 08:00:00+00:00,TREND,17.51,60.0,5.31,-2.45,7.95,BRONZE
ACEUSDT,2025-12-21 08:00:00+00:00,TREND,16.89,62.96,8.7,-5.14,14.58,BRONZE
ACEUSDT,2025-12-22 08:00:00+00:00,TREND,16.52,62.26,6.84,-2.28,9.34,BRONZE
ACEUSDT,2025-12-23 08:00:00+00:00,TREND,15.86,65.15,7.06,-5.95,13.83,BRONZE
ACEUSDT,2025-12-24 08:00:00+00:00,NINJA,14.84,63.64,4.59,-2.47,7.25,IRON
ACEUSDT,2025-12-25 16:00:00+00:00,TREND,15.46,58.82,0.73,-4.36,5.32,IRON
ACEUSDT,2025-12-28 00:00:00+00:00,NINJA,14.64,62.5,3.96,-1.08,5.09,IRON
ACHUSDT,2024-03-07 16:00:00+00:00,NINJA,12.11,71.12,19.4,-0.82,20.38,SILVER
ACHUSDT,2024-03-08 16:00:00+00:00,NINJA,12.76,70.71,8.79,-0.09,8.9,BRONZE
ACHUSDT,2024-03-09 16:00:00+00:00,NINJA,12.12,64.59,3.76,-8.05,12.85,IRON
ACHUSDT,2024-03-11 04:00:00+00:00,NINJA,12.27,61.1,8.43,-0.42,8.89,BRONZE
ACHUSDT,2024-03-16 00:00:00+00:00,NINJA,15.17,71.54,3.08,-19.21,27.59,IRON
ACHUSDT,2024-03-21 08:00:00+00:00,TREND,15.54,58.41,6.88,-1.75,8.78,BRONZE
ACHUSDT,2024-03-22 08:00:00+00:00,TREND,16.75,66.57,0.42,-9.9,11.45,IRON
ACHUSDT,2024-03-23 12:00:00+00:00,TREND,16.82,55.31,19.24,-4.21,24.48,SILVER
ACHUSDT,2024-03-24 12:00:00+00:00,TREND,15.08,69.84,6.09,-1.55,7.76,BRONZE
ACHUSDT,2024-03-25 12:00:00+00:00,NINJA,15.63,71.45,9.57,-1.08,10.76,BRONZE
ACHUSDT,2024-03-26 12:00:00+00:00,NINJA,14.15,71.55,4.92,-7.13,12.98,IRON
ACHUSDT,2024-04-15 04:00:00+00:00,TREND,15.14,58.19,21.2,-0.94,22.36,GOLD
ACHUSDT,2024-04-16 04:00:00+00:00,NINJA,14.83,63.7,5.86,-7.7,14.69,BRONZE
ACHUSDT,2024-04-18 12:00:00+00:00,NINJA,14.43,61.23,13.64,-3.74,18.05,SILVER
ACHUSDT,2024-04-19 12:00:00+00:00,NINJA,14.56,66.98,7.7,-2.63,10.61,BRONZE
ACHUSDT,2024-04-20 12:00:00+00:00,NINJA,14.22,72.74,9.57,-0.68,10.33,BRONZE
ACHUSDT,2024-04-21 12:00:00+00:00,NINJA,14.58,67.49,9.46,-2.77,12.58,BRONZE
ACHUSDT,2024-04-22 16:00:00+00:00,NINJA,14.14,62.89,1.98,-4.29,6.55,IRON
ACHUSDT,2024-04-25 12:00:00+00:00,NINJA,14.8,60.31,6.34,-2.3,8.85,BRONZE
ACHUSDT,2024-12-22 16:00:00+00:00,TREND,16.81,60.09,4.44,-3.05,7.72,IRON
ACHUSDT,2024-12-24 04:00:00+00:00,NINJA,12.27,60.39,11.02,-0.04,11.07,SILVER
ACHUSDT,2024-12-26 00:00:00+00:00,NINJA,12.2,63.05,0.43,-8.21,9.41,IRON
ACHUSDT,2025-01-28 00:00:00+00:00,NINJA,14.29,74.91,2.31,-20.45,28.61,IRON
ACHUSDT,2025-01-29 00:00:00+00:00,NINJA,13.39,64.69,30.08,-4.76,36.58,DIAMOND
ACHUSDT,2025-01-30 12:00:00+00:00,NINJA,12.95,74.97,26.15,-1.5,28.07,GOLD
ACHUSDT,2025-01-31 12:00:00+00:00,NINJA,12.99,68.94,23.61,-7.03,32.95,GOLD
ACHUSDT,2025-02-01 12:00:00+00:00,NINJA,13.35,62.61,7.65,-11.27,21.32,BRONZE
ACHUSDT,2025-02-05 08:00:00+00:00,TREND,26.51,58.64,1.87,-10.19,13.42,IRON
ACHUSDT,2025-02-16 12:00:00+00:00,TREND,17.66,56.35,1.1,-14.81,18.68,IRON
ACHUSDT,2025-02-17 16:00:00+00:00,NINJA,13.6,62.98,50.3,-1.27,52.22,DIAMOND
ACHUSDT,2025-02-26 20:00:00+00:00,NINJA,14.02,63.71,4.95,-3.59,8.86,IRON
ACHUSDT,2025-03-02 16:00:00+00:00,NINJA,14.3,60.05,8.79,-5.17,14.73,BRONZE
ACHUSDT,2025-03-13 00:00:00+00:00,NINJA,12.87,64.11,1.35,-6.73,8.67,IRON
ACHUSDT,2025-10-13 04:00:00+00:00,NINJA,12.53,74.31,8.17,-0.43,8.64,BRONZE
ACHUSDT,2025-10-14 04:00:00+00:00,NINJA,13.59,61.33,0.35,-6.82,7.7,IRON
ACHUSDT,2025-10-19 12:00:00+00:00,NINJA,14.85,72.16,2.65,-2.04,4.79,IRON
ACHUSDT,2025-10-21 12:00:00+00:00,TREND,15.24,62.96,8.44,-2.94,11.73,BRONZE
ACMUSDT,2024-04-16 08:00:00+00:00,NINJA,14.34,65.65,8.62,-1.92,10.74,BRONZE
ACMUSDT,2024-04-17 08:30:00+00:00,NINJA,14.24,65.19,0.32,-7.94,8.98,IRON
ACMUSDT,2024-04-18 08:30:00+00:00,NINJA,13.92,63.56,10.86,-6.09,18.05,SILVER
ACMUSDT,2024-04-22 00:00:00+00:00,NINJA,12.03,64.24,2.44,-2.2,4.75,IRON
ACMUSDT,2025-02-15 08:00:00+00:00,NINJA,12.69,67.94,9.55,-14.47,28.08,BRONZE
ACMUSDT,2025-02-16 08:00:00+00:00,NINJA,13.34,60.77,8.63,-3.4,12.46,BRONZE
ACMUSDT,2025-02-27 04:00:00+00:00,TREND,15.69,56.93,1.22,-6.28,8.0,IRON
ACMUSDT,2025-05-17 04:00:00+00:00,NINJA,13.72,68.43,12.15,-6.82,20.36,SILVER
ACMUSDT,2025-05-25 16:00:00+00:00,NINJA,13.33,62.79,13.9,-6.43,21.73,SILVER
ACMUSDT,2025-08-09 16:00:00+00:00,NINJA,12.01,73.42,23.29,-6.08,31.28,GOLD
ACMUSDT,2025-10-20 00:00:00+00:00,NINJA,12.03,74.63,4.81,-1.17,6.05,IRON
ACMUSDT,2025-10-21 08:00:00+00:00,NINJA,12.55,60.44,12.05,-1.19,13.4,SILVER
ACTUSDT,2024-11-25 04:00:00+00:00,TREND,34.6,60.19,12.31,-7.87,21.91,SILVER
ACTUSDT,2024-11-28 20:00:00+00:00,TREND,23.59,61.9,71.34,-0.66,72.48,DIAMOND
ACTUSDT,2024-11-30 08:00:00+00:00,TREND,19.21,65.0,1.96,-25.87,37.54,IRON
ACTUSDT,2024-12-01 08:00:00+00:00,TREND,18.25,58.76,10.12,-5.45,16.46,SILVER
ACTUSDT,2024-12-05 00:00:00+00:00,TREND,16.55,57.68,19.1,-4.54,24.76,SILVER
ACTUSDT,2024-12-06 08:00:00+00:00,TREND,17.59,66.65,0.7,-6.1,7.24,IRON
ACTUSDT,2024-12-07 08:00:00+00:00,TREND,16.93,68.19,11.57,-0.88,12.56,SILVER
ACTUSDT,2024-12-08 16:00:00+00:00,TREND,17.13,55.33,1.08,-13.22,16.48,IRON
ACTUSDT,2024-12-12 04:00:00+00:00,NINJA,20.92,73.97,8.08,-1.8,10.07,BRONZE
ACTUSDT,2024-12-13 16:00:00+00:00,TREND,17.55,66.5,10.1,-3.75,14.39,SILVER
ACTUSDT,2024-12-14 16:00:00+00:00,TREND,15.33,67.28,4.87,-12.88,20.37,IRON
ACTUSDT,2024-12-22 16:00:00+00:00,TREND,24.53,59.06,3.19,-6.48,10.34,IRON
ACTUSDT,2024-12-23 20:00:00+00:00,TREND,20.26,60.6,7.65,-1.1,8.85,BRONZE
ACTUSDT,2024-12-24 20:00:00+00:00,TREND,19.42,55.43,4.03,-4.67,9.12,IRON
ACTUSDT,2025-01-01 04:00:00+00:00,NINJA,13.81,64.04,21.07,-0.39,21.55,GOLD
ACTUSDT,2025-01-02 08:00:00+00:00,NINJA,12.17,74.45,1.87,-12.28,16.13,IRON
ACTUSDT,2025-01-15 12:00:00+00:00,TREND,17.36,55.51,14.58,-1.11,15.87,SILVER
ACTUSDT,2025-01-16 12:00:00+00:00,TREND,17.44,57.05,2.53,-5.72,8.76,IRON
ACTUSDT,2025-01-17 12:00:00+00:00,TREND,15.98,60.91,4.05,-18.11,27.06,IRON
ACTUSDT,2025-01-22 04:00:00+00:00,TREND,19.5,56.19,11.83,-1.58,13.62,SILVER
ACTUSDT,2025-01-23 04:00:00+00:00,TREND,18.45,58.24,6.31,-7.19,14.55,BRONZE
ACTUSDT,2025-01-24 04:00:00+00:00,TREND,18.0,61.24,17.41,-0.56,18.07,SILVER
ACTUSDT,2025-01-25 04:00:00+00:00,TREND,17.45,57.12,11.1,-1.83,13.17,SILVER
ACTUSDT,2025-01-26 04:00:00+00:00,TREND,17.49,59.17,9.99,-2.37,12.66,BRONZE
ACTUSDT,2025-01-27 04:00:00+00:00,TREND,15.91,59.13,12.16,-2.04,14.5,SILVER
ACTUSDT,2025-01-31 08:00:00+00:00,NINJA,17.59,74.13,15.59,-0.87,16.61,SILVER
ACTUSDT,2025-02-01 12:00:00+00:00,TREND,17.95,56.5,2.9,-9.43,13.62,IRON
ACTUSDT,2025-02-03 12:00:00+00:00,NINJA,13.85,70.34,20.32,-3.1,24.16,GOLD
ACTUSDT,2025-02-04 12:00:00+00:00,NINJA,14.87,67.94,11.6,-7.53,20.68,SILVER
ACTUSDT,2025-02-05 12:00:00+00:00,TREND,18.58,58.76,4.98,-15.35,24.02,IRON
ACTUSDT,2025-02-08 20:00:00+00:00,TREND,17.99,63.43,1.21,-4.91,6.44,IRON
ACTUSDT,2025-02-12 20:00:00+00:00,NINJA,13.82,60.56,10.86,-1.67,12.75,SILVER
ACTUSDT,2025-02-14 08:00:00+00:00,NINJA,13.94,64.26,11.13,-0.31,11.48,SILVER
ACTUSDT,2025-03-02 16:00:00+00:00,NINJA,12.5,60.12,9.65,-8.53,19.88,BRONZE
ACTUSDT,2025-03-10 16:00:00+00:00,NINJA,12.35,65.19,8.3,-0.41,8.75,BRONZE
ACTUSDT,2025-04-05 04:00:00+00:00,TREND,31.72,61.25,17.98,-8.2,28.52,SILVER
ACTUSDT,2025-04-08 00:00:00+00:00,TREND,31.56,63.16,4.63,-7.84,13.54,IRON
ACTUSDT,2025-04-09 00:00:00+00:00,TREND,28.56,61.96,11.11,-3.07,14.62,SILVER
ACTUSDT,2025-04-11 04:00:00+00:00,TREND,28.97,61.01,6.18,-0.55,6.76,BRONZE
ACTUSDT,2025-04-12 12:00:00+00:00,TREND,28.78,66.67,4.91,-2.63,7.75,IRON
ACTUSDT,2025-04-14 04:00:00+00:00,TREND,31.56,61.21,14.69,-28.32,60.0,SILVER
ACTUSDT,2025-04-15 08:00:00+00:00,TREND,17.92,56.69,3.95,-3.13,7.31,IRON
ACTUSDT,2025-04-17 00:00:00+00:00,NINJA,13.67,69.37,5.75,-2.09,8.01,BRONZE
ACTUSDT,2025-04-23 00:00:00+00:00,NINJA,14.33,68.6,35.62,-12.14,54.36,DIAMOND
ACTUSDT,2025-04-26 00:00:00+00:00,NINJA,13.64,64.52,8.7,-0.84,9.61,BRONZE
ACTUSDT,2025-04-27 00:00:00+00:00,TREND,15.9,57.32,0.49,-14.33,17.3,IRON
ACTUSDT,2025-05-02 20:00:00+00:00,NINJA,12.22,63.24,1.63,-9.24,11.98,IRON
ACTUSDT,2025-05-14 00:00:00+00:00,NINJA,13.82,65.73,4.08,-9.9,15.52,IRON
ACTUSDT,2025-05-20 00:00:00+00:00,TREND,19.29,56.37,1.45,-6.44,8.43,IRON
ACTUSDT,2025-05-21 08:00:00+00:00,TREND,18.95,60.58,8.62,-1.79,10.6,BRONZE
ACTUSDT,2025-05-22 08:00:00+00:00,TREND,16.85,67.83,10.49,-1.82,12.54,SILVER
ACTUSDT,2025-05-26 04:00:00+00:00,NINJA,12.57,61.95,1.29,-5.65,7.35,IRON
ACTUSDT,2025-10-13 04:00:00+00:00,NINJA,17.99,73.61,7.63,-2.54,10.43,BRONZE
ACTUSDT,2025-10-14 04:00:00+00:00,TREND,18.8,64.63,3.75,-7.92,12.67,IRON
ACTUSDT,2025-10-15 04:00:00+00:00,TREND,19.81,60.87,2.45,-6.12,9.13,IRON
ACTUSDT,2025-10-19 12:00:00+00:00,NINJA,20.48,73.81,4.87,-3.1,8.22,IRON
ACTUSDT,2025-10-20 12:00:00+00:00,TREND,20.06,57.14,0.86,-7.3,8.8,IRON
ACTUSDT,2025-10-21 12:00:00+00:00,TREND,20.76,62.0,7.27,-4.55,12.38,BRONZE
ACTUSDT,2025-11-05 20:00:00+00:00,NINJA,12.87,60.0,0.0,-7.26,7.83,IRON
ACTUSDT,2025-11-06 20:00:00+00:00,NINJA,13.06,60.0,14.2,-2.84,17.54,SILVER
ACTUSDT,2025-11-07 20:00:00+00:00,NINJA,12.37,68.66,2.99,-7.46,11.29,IRON
ACTUSDT,2025-11-08 20:00:00+00:00,NINJA,12.14,70.0,57.07,-4.19,63.93,DIAMOND
ACTUSDT,2025-11-11 00:00:00+00:00,TREND,15.28,59.12,2.73,-9.55,13.57,IRON
ACTUSDT,2025-11-17 00:00:00+00:00,TREND,15.57,65.22,7.65,-6.01,14.53,BRONZE
ACTUSDT,2025-11-18 04:00:00+00:00,TREND,15.03,56.72,15.85,-1.64,17.78,SILVER
ACTUSDT,2025-11-19 04:00:00+00:00,NINJA,14.42,63.89,16.41,-3.08,20.11,SILVER
ACTUSDT,2025-11-20 04:00:00+00:00,NINJA,14.22,68.92,25.49,-2.45,28.64,GOLD
